id,fluency,grammar,semantics,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
1564,3.0,3.0,3.0,-3.202677249908448,-2.2669837474823,"[0.9422531127929688, 0.9592702984809875, 1.0]","[0.9260192513465881, 0.9162266254425049, 1.0]","[0.9340656995773315, 0.9372545480728149, 1.0]","[1.0, 0.75, 1.0]","[1.0, 0.6666666666666666, 1.0]","[0.999999995, 0.7058823479584776, 0.999999995]","[0.5714285714285714, 0.42857142857142855, 1.0]","[0.5714285714285714, 0.375, 1.0]","[0.5714285664285715, 0.3999999950222222, 0.999999995]","[0.875, 0.75, 1.0]","[0.875, 0.6666666666666666, 1.0]","[0.874999995, 0.7058823479584776, 0.999999995]","[0.9561042524005487, 0.6792413935271077, 0.9993141289437586]","[1.2508498911928379e-231, 1.0518351895246305e-231, 1.2508498911928379e-231]","[0.9564797229381174, 0.674779458760093, 1.0]",0.9543584272247206,0.9577229867537225,0.9602448044626701,0.6009060922376004,0.8396246278179976
1565,3.0,2.333333333333333,3.0,-3.7272448539733887,-2.446529150009156,"[0.823654055595398, 0.8278470039367676, 0.8289895057678223]","[0.8222332000732422, 0.7796585559844971, 0.8205204010009766]","[0.8229430317878723, 0.8030305504798889, 0.8247331976890564]","[0.8333333333333334, 0.6666666666666666, 0.8333333333333334]","[0.625, 0.4444444444444444, 0.625]","[0.7142857093877552, 0.5333333285333334, 0.7142857093877552]","[0.6, 0.6, 0.6]","[0.42857142857142855, 0.375, 0.42857142857142855]","[0.499999995138889, 0.4615384568047337, 0.499999995138889]","[0.8333333333333334, 0.6666666666666666, 0.8333333333333334]","[0.625, 0.4444444444444444, 0.625]","[0.7142857093877552, 0.5333333285333334, 0.7142857093877552]","[0.6392045454545455, 0.4989690721649485, 0.6392045454545455]","[1.1200407237786664e-231, 1.1200407237786664e-231, 1.1200407237786664e-231]","[0.663934344751509, 0.492593397613575, 0.6783437314029651]",0.9774022906566012,0.9763484264095015,0.9773526624398879,0.16823918452635273,0.7073134244585807
1566,2.5,2.5,3.0,-2.562663555145264,-3.007441520690918,"[0.8769275546073914, 0.8614853620529175]","[0.8891878128051758, 0.9069840908050537]","[0.8830150961875916, 0.883649468421936]","[0.85, 0.75]","[0.9444444444444444, 0.8823529411764706]","[0.8947368371191137, 0.8108108058436816]","[0.47619047619047616, 0.5238095238095238]","[0.5, 0.6470588235294118]","[0.4878048730517549, 0.5789473634764544]","[0.7, 0.75]","[0.7777777777777778, 0.8823529411764706]","[0.7368421002770082, 0.8108108058436816]","[0.6933038110574343, 0.7389162561576355]","[9.893133360884868e-232, 9.893133360884868e-232]","[0.6806511650771306, 0.6261192013857946]",0.9109172910316388,0.9576984112777632,0.9634795678122435,0.6730961496954602,0.864758042928489
1567,3.0,3.0,2.333333333333333,-2.3790152072906494,-2.440581798553467,"[0.8718687891960144, 0.8726820349693298]","[0.703070342540741, 0.741324782371521]","[0.7784238457679749, 0.8016581535339355]","[0.875, 0.875]","[0.3888888888888889, 0.4117647058823529]","[0.5384615342011835, 0.5599999956480001]","[0.5714285714285714, 0.5714285714285714]","[0.2, 0.23529411764705882]","[0.29629629245541844, 0.3333333292013889]","[0.875, 0.875]","[0.3888888888888889, 0.4117647058823529]","[0.5384615342011835, 0.5599999956480001]","[0.2650226757369614, 0.30288305798509874]","[1.0518351895246305e-231, 1.0518351895246305e-231]","[0.2693947972591312, 0.3497954260223123]",0.8409307775259797,0.9373185713004307,0.9400423438167792,0.6730954364256625,0.8501521171809575
1568,2.6666666666666665,2.6666666666666665,2.0,-2.3790152072906494,-2.440581798553467,"[0.8718687891960144, 0.8726820349693298]","[0.703070342540741, 0.741324782371521]","[0.7784238457679749, 0.8016581535339355]","[0.875, 0.875]","[0.3888888888888889, 0.4117647058823529]","[0.5384615342011835, 0.5599999956480001]","[0.5714285714285714, 0.5714285714285714]","[0.2, 0.23529411764705882]","[0.29629629245541844, 0.3333333292013889]","[0.875, 0.875]","[0.3888888888888889, 0.4117647058823529]","[0.5384615342011835, 0.5599999956480001]","[0.2650226757369614, 0.30288305798509874]","[1.0518351895246305e-231, 1.0518351895246305e-231]","[0.2693947972591312, 0.3497954260223123]",0.8409307775259797,0.9373185713004307,0.9400423438167792,0.6730954364256625,0.8501521171809575
1569,2.0,2.333333333333333,2.0,-3.174312829971313,-3.550691604614258,"[0.8774799704551697, 0.9141943454742432]","[0.7287000417709351, 0.783038854598999]","[0.7961993217468262, 0.8435490131378174]","[0.8333333333333334, 0.9166666666666666]","[0.5555555555555556, 0.6470588235294118]","[0.6666666618666668, 0.7586206848038051]","[0.2727272727272727, 0.6363636363636364]","[0.15, 0.4117647058823529]","[0.19354838251821027, 0.49999999522959193]","[0.6666666666666666, 0.75]","[0.4444444444444444, 0.5294117647058824]","[0.5333333285333334, 0.6206896503210465]","[0.36307287753568745, 0.582901554404145]","[1.1409851298103347e-231, 1.1409851298103347e-231]","[0.3346417504100694, 0.43456730023932844]",0.8006465275714579,0.8554238068898623,0.8684207357808498,0.6063596540574321,0.7767347322427147
1570,2.333333333333333,2.333333333333333,2.333333333333333,-2.544039487838745,-3.1001343727111816,"[0.9203538298606873, 0.9137824177742004]","[0.7852175235748291, 0.8228646516799927]","[0.8474320769309998, 0.8659436702728271]","[1.0, 0.9090909090909091]","[0.6111111111111112, 0.5882352941176471]","[0.7586206849464924, 0.7142857095153062]","[0.36363636363636365, 0.36363636363636365]","[0.2, 0.23529411764705882]","[0.25806451155046833, 0.28571428094387763]","[0.7272727272727273, 0.7272727272727273]","[0.4444444444444444, 0.47058823529411764]","[0.5517241332223544, 0.5714285666581633]","[0.3876262626262626, 0.4138654562582966]","[9.594503055152632e-232, 9.594503055152632e-232]","[0.4455420287966525, 0.5310745366208256]",0.8391948367272009,0.922156758226,0.9287934558971146,0.8503581586336353,0.90043612425225
1571,2.0,2.0,1.0,-3.0661141872406006,-3.6515920162200928,"[0.7506645917892456, 0.734447717666626]","[0.7511869072914124, 0.7633930444717407]","[0.750925600528717, 0.7486407160758972]","[0.9285714285714286, 0.7857142857142857]","[0.7222222222222222, 0.6470588235294118]","[0.8124999950781252, 0.709677414401665]","[0.3125, 0.3125]","[0.25, 0.29411764705882354]","[0.2777777728395062, 0.30303029803489445]","[0.8571428571428571, 0.7142857142857143]","[0.6666666666666666, 0.5882352941176471]","[0.7499999950781251, 0.645161285369407]","[0.4916299559471366, 0.5020710059171598]","[1.0244914152188952e-231, 1.0244914152188952e-231]","[0.3102575064288532, 0.41126959143871955]",0.2913466860372742,0.30848256120073364,0.5355335894368396,0.406720034846086,0.41691206182788637
1572,2.6666666666666665,2.6666666666666665,3.0,-2.563914060592652,-2.9196548461914062,"[0.9046723246574402, 0.9040737152099609]","[0.8364956378936768, 0.8816835880279541]","[0.8692492246627808, 0.8927383422851562]","[0.9333333333333333, 1.0]","[0.7777777777777778, 0.8823529411764706]","[0.8484848435261708, 0.9374999950195313]","[0.5333333333333333, 0.5333333333333333]","[0.4, 0.47058823529411764]","[0.45714285224489803, 0.49999999501953135]","[0.9333333333333333, 0.9333333333333333]","[0.7777777777777778, 0.8235294117647058]","[0.8484848435261708, 0.8749999950195313]","[0.5679012345679014, 0.7094381313131314]","[1.0518351895246305e-231, 1.0518351895246305e-231]","[0.5753090163526752, 0.7209364226681992]",0.9030576261045212,0.9461832892160232,0.8835036261642781,0.2314080990242231,0.6870316714681749
1573,1.3333333333333333,1.3333333333333333,3.0,-2.537111520767212,-2.8140206336975098,"[0.8733251094818115, 0.8650564551353455]","[0.8510859608650208, 0.8824188113212585]","[0.8620621562004089, 0.873651385307312]","[0.8823529411764706, 0.8823529411764706]","[0.8333333333333334, 0.8823529411764706]","[0.8571428521469389, 0.8823529361764706]","[0.5882352941176471, 0.5882352941176471]","[0.5, 0.5882352941176471]","[0.5405405355734113, 0.5882352891176471]","[0.8823529411764706, 0.8235294117647058]","[0.8333333333333334, 0.8235294117647058]","[0.8571428521469389, 0.8235294067647059]","[0.7098760727405758, 0.8057093425605536]","[1.0244914152188952e-231, 1.0244914152188952e-231]","[0.7256475821767561, 0.8061896716605816]",0.907844371276042,0.9435419766045392,0.9183355634153405,0.8162536070389272,0.8927103823529356
1575,2.333333333333333,2.333333333333333,2.333333333333333,-2.777464866638184,-3.062247037887573,"[0.8532829284667969, 0.8144664764404297, 0.8324496150016785]","[0.8541197776794434, 0.7535803914070129, 0.779236912727356]","[0.8537011742591858, 0.7828413844108582, 0.8049647808074951]","[0.9259259259259259, 0.8518518518518519, 0.8148148148148148]","[0.9615384615384616, 0.71875, 0.7096774193548387]","[0.9433962214168744, 0.7796610119850618, 0.7586206846789537]","[0.6785714285714286, 0.5714285714285714, 0.5357142857142857]","[0.6551724137931034, 0.42105263157894735, 0.40540540540540543]","[0.6666666616682057, 0.4848484799632691, 0.4615384566343196]","[0.7777777777777778, 0.8518518518518519, 0.6666666666666666]","[0.8076923076923077, 0.71875, 0.5806451612903226]","[0.7924528251904592, 0.7796610119850618, 0.620689650196195]","[0.8321005917159762, 0.6675270438792378, 0.6168872680337051]","[9.109159947227211e-232, 9.109159947227211e-232, 9.109159947227211e-232]","[0.7079493977743059, 0.5380368932360563, 0.5736440788154504]",0.8532284667226648,0.9331850118135968,0.8697818167649554,0.700916408546698,0.8346277457084167
1576,2.0,2.333333333333333,3.0,-2.503920793533325,-3.084495782852173,"[0.7651244401931763, 0.778376579284668, 0.8473982810974121]","[0.7941478490829468, 0.7433314323425293, 0.8270978331565857]","[0.7793660163879395, 0.7604504227638245, 0.8371250033378601]","[0.8461538461538461, 0.9615384615384616, 1.0]","[0.8461538461538461, 0.78125, 0.8387096774193549]","[0.8461538411538462, 0.8620689605707491, 0.9122806967928594]","[0.45454545454545453, 0.6363636363636364, 0.7878787878787878]","[0.5172413793103449, 0.5526315789473685, 0.7027027027027027]","[0.4838709627627472, 0.5915492907994446, 0.7428571378734694]","[0.6923076923076923, 0.8846153846153846, 0.9615384615384616]","[0.6923076923076923, 0.71875, 0.8064516129032258]","[0.6923076873076923, 0.7931034433293699, 0.8771929774946138]","[0.7047603904543318, 0.6910561029879213, 0.7301953999592916]","[8.726094729337945e-232, 8.726094729337945e-232, 8.726094729337945e-232]","[0.5822164093343093, 0.5387345655571967, 0.7237539842646279]",0.897547442460196,0.9410497853363624,0.8728934642256249,0.5851132330819192,0.7996854942146355
1577,2.0,2.333333333333333,2.333333333333333,-1.8154722452163696,-2.586705684661865,"[0.7232662439346313, 0.718655526638031, 0.7728065252304077]","[0.7917673587799072, 0.7128783464431763, 0.7709110975265503]","[0.7559681534767151, 0.71575528383255, 0.7718576192855835]","[0.8214285714285714, 0.9285714285714286, 0.9285714285714286]","[0.8846153846153846, 0.8125, 0.8387096774193549]","[0.8518518468587106, 0.866666661688889, 0.8813559272163173]","[0.5, 0.5, 0.6470588235294118]","[0.5862068965517241, 0.4473684210526316, 0.5945945945945946]","[0.5396825347140337, 0.47222221723765434, 0.6197183048680818]","[0.6785714285714286, 0.7857142857142857, 0.8928571428571429]","[0.7307692307692307, 0.6875, 0.8064516129032258]","[0.7037036987105626, 0.7333333283555556, 0.8474576221315714]","[0.8549873459507042, 0.7152176203171721, 0.7816091568881055]","[8.18873472774142e-232, 8.18873472774142e-232, 9.062324668412783e-232]","[0.4738965866070487, 0.42860582126449276, 0.5447373040583905]",0.8374875258385176,0.27803644655275,0.8552001026542151,0.4333924234179338,0.522209657541633
1578,3.0,3.0,2.333333333333333,-2.888057947158813,-2.852741241455078,"[0.8297200202941895, 0.8042834997177124, 0.8277313709259033]","[0.7747558355331421, 0.6974242925643921, 0.7245320677757263]","[0.8012964725494385, 0.7470519542694092, 0.7727012038230896]","[0.9047619047619048, 0.9047619047619048, 0.9523809523809523]","[0.7307692307692307, 0.59375, 0.6451612903225806]","[0.808510633354459, 0.716981127290851, 0.7692307644156804]","[0.75, 0.5416666666666666, 0.5416666666666666]","[0.6206896551724138, 0.34210526315789475, 0.35135135135135137]","[0.6792452780633679, 0.4193548339646202, 0.42622950342381083]","[0.8571428571428571, 0.8571428571428571, 0.6666666666666666]","[0.6923076923076923, 0.5625, 0.45161290322580644]","[0.7659574418650975, 0.6792452782342471, 0.5384615336464498]","[0.6523483483483483, 0.5363753086419754, 0.5238258582740188]","[9.50440384721771e-232, 9.50440384721771e-232, 9.50440384721771e-232]","[0.5505076999640445, 0.37796751463654676, 0.4802737245023836]",0.8265296826766171,0.9018577055146959,0.8451049670391171,0.6185131254438699,0.7884919326658943
1579,2.0,3.0,2.333333333333333,-3.0976827144622803,-3.17619252204895,"[0.6764262914657593, 0.6831313371658325, 0.7093605399131775]","[0.7399080991744995, 0.6897169351577759, 0.7224951386451721]","[0.7067445516586304, 0.6864083409309387, 0.7158675789833069]","[0.6785714285714286, 0.8214285714285714, 0.8214285714285714]","[0.7307692307692307, 0.71875, 0.7419354838709677]","[0.7037036987105626, 0.766666661688889, 0.7796610119620799]","[0.3333333333333333, 0.3611111111111111, 0.4444444444444444]","[0.41379310344827586, 0.34210526315789475, 0.43243243243243246]","[0.36923076428875745, 0.3513513463550037, 0.43835615938449995]","[0.6785714285714286, 0.7857142857142857, 0.6428571428571429]","[0.7307692307692307, 0.6875, 0.5806451612903226]","[0.7037036987105626, 0.7333333283555556, 0.6101694865383511]","[0.6366824767851426, 0.5891452311500045, 0.6206729860979918]","[8.561894227089738e-232, 8.561894227089738e-232, 9.475293539507031e-232]","[0.43852656917565225, 0.40829134764183284, 0.5147734055984784]",0.7918894510393916,0.5615016181060024,0.6828781266182063,0.17150230268557687,0.47196068246992856
1580,2.6666666666666665,2.6666666666666665,2.6666666666666665,-2.972277879714966,-3.1469082832336426,"[0.7282394766807556, 0.7085296511650085, 0.7067087888717651]","[0.7363916635513306, 0.6514993906021118, 0.6722837686538696]","[0.7322929501533508, 0.6788188219070435, 0.6890665888786316]","[0.76, 0.8, 0.76]","[0.7307692307692307, 0.625, 0.6129032258064516]","[0.7450980342176087, 0.7017543810403202, 0.6785714236288265]","[0.42857142857142855, 0.4642857142857143, 0.39285714285714285]","[0.41379310344827586, 0.34210526315789475, 0.2972972972972973]","[0.4210526265804863, 0.39393938905417814, 0.3384615335573965]","[0.72, 0.68, 0.68]","[0.6923076923076923, 0.53125, 0.5483870967741935]","[0.7058823479430989, 0.5964912231455832, 0.6071428522002551]","[0.6375943100743394, 0.5600955071294053, 0.49929650473933646]","[9.857609866842017e-232, 9.857609866842017e-232, 9.857609866842017e-232]","[0.37206881612028764, 0.3223033210644767, 0.26900777192632164]",0.6733638506759787,0.9370139681009584,0.860595592754152,0.5505890338165931,0.7827328648905678
1581,2.0,2.333333333333333,3.0,-2.49509859085083,-2.89697527885437,"[0.8149028420448303, 0.7930095195770264, 0.7708241939544678]","[0.8188550472259521, 0.7393803596496582, 0.7261117100715637]","[0.8168741464614868, 0.7652565240859985, 0.7478002309799194]","[0.8928571428571429, 0.8214285714285714, 0.7857142857142857]","[0.9615384615384616, 0.71875, 0.7096774193548387]","[0.9259259209327847, 0.766666661688889, 0.7457627068773341]","[0.5161290322580645, 0.4838709677419355, 0.45161290322580644]","[0.5517241379310345, 0.39473684210526316, 0.3783783783783784]","[0.533333328338889, 0.434782603747112, 0.41176470092128037]","[0.8214285714285714, 0.75, 0.6785714285714286]","[0.8846153846153846, 0.65625, 0.6129032258064516]","[0.8518518468587106, 0.6999999950222223, 0.6440677916230968]","[0.7790265045452802, 0.6147156199041359, 0.5732386766264246]","[8.90735602648238e-232, 8.90735602648238e-232, 9.857609866842017e-232]","[0.6291318187096159, 0.5233361642289179, 0.47058896104090875]",0.8812379335142039,0.70520295608423,0.8511067598243135,0.12004276113571467,0.5587841590147528
1582,1.5,1.0,2.5,-2.218779802322388,-3.030587673187256,"[0.7036503553390503, 0.668296217918396, 0.7177704572677612]","[0.7645273208618164, 0.6672694087028503, 0.7307192087173462]","[0.7328267693519592, 0.6677824258804321, 0.7241870164871216]","[0.8214285714285714, 0.7857142857142857, 0.7857142857142857]","[0.8846153846153846, 0.6875, 0.7096774193548387]","[0.8518518468587106, 0.7333333283555556, 0.7457627068773341]","[0.4473684210526316, 0.34210526315789475, 0.3157894736842105]","[0.5862068965517241, 0.34210526315789475, 0.32432432432432434]","[0.5074626816573848, 0.3421052581578948, 0.31999999500088894]","[0.6071428571428571, 0.6785714285714286, 0.6071428571428571]","[0.6538461538461539, 0.59375, 0.5483870967741935]","[0.6296296246364884, 0.6333333283555557, 0.5762711814536053]","[0.7496555613042745, 0.5872093023255814, 0.6832432155496526]","[8.06798322521923e-232, 8.06798322521923e-232, 8.928691163795855e-232]","[0.4962279064447823, 0.4074090643017342, 0.47303194820092653]",0.692560942159981,0.9402630498804437,0.8627428001503471,0.5910988326756049,0.7980348942354653
1584,2.5,2.5,3.0,-2.818406581878662,-3.258176803588867,"[0.7888820767402649, 0.7016518115997314, 0.7606340050697327]","[0.8140764236450195, 0.6439478397369385, 0.7434423565864563]","[0.8012812733650208, 0.6715625524520874, 0.7519399523735046]","[0.7241379310344828, 0.6896551724137931, 0.7241379310344828]","[0.7241379310344828, 0.625, 0.7]","[0.7241379260344829, 0.6557376999301264, 0.7118644017810974]","[0.45454545454545453, 0.3939393939393939, 0.36363636363636365]","[0.45454545454545453, 0.29545454545454547, 0.3157894736842105]","[0.45454544954545456, 0.3376623327643785, 0.33802816403888125]","[0.7241379310344828, 0.5862068965517241, 0.5172413793103449]","[0.7241379310344828, 0.53125, 0.5]","[0.7241379260344829, 0.5573770441924214, 0.508474571272623]","[0.7338343592539796, 0.5399933419455337, 0.5387755102040815]","[8.726094729337945e-232, 8.726094729337945e-232, 8.726094729337945e-232]","[0.5055255220530441, 0.33912376410126166, 0.43295654906897885]",0.887695343675142,0.9767750253246156,0.959639670776933,0.9259206114281471,0.9541117691765653
1585,2.6666666666666665,2.6666666666666665,2.0,-3.30530047416687,-3.125255584716797,"[0.832815408706665, 0.7132200002670288, 0.754417896270752]","[0.7895442247390747, 0.623224139213562, 0.6974297761917114]","[0.8106027841567993, 0.6651918888092041, 0.7248053550720215]","[0.72, 0.72, 0.76]","[0.6206896551724138, 0.5625, 0.6333333333333333]","[0.6666666616941016, 0.631578942443829, 0.6909090859504133]","[0.39285714285714285, 0.5, 0.35714285714285715]","[0.3333333333333333, 0.3181818181818182, 0.2631578947368421]","[0.36065573273851115, 0.3888888841358025, 0.30303029814508725]","[0.6, 0.64, 0.44]","[0.5172413793103449, 0.5, 0.36666666666666664]","[0.5555555505829904, 0.5614035038473376, 0.39999999504132233]","[0.5952065677966102, 0.43088573619631904, 0.45413669064748197]","[9.257324954728539e-232, 1.0244914152188952e-231, 1.0244914152188952e-231]","[0.5169565461753118, 0.3311440869374441, 0.3801479463168501]",0.9356349384097042,0.9656477088044783,0.9672933764298858,0.9443566207663326,0.9590992353335656
